experiment,pulse_no, ,on time,2 min too early,1 min too early,1 min too late,2 min too late,previous_pulse_length
min3_mean20_new,3,,0.5794392523364486,0.014797507788161994,0.06697819314641744,0.13006230529595014,0.014797507788161994,13.0
min3_mean20_new,4,,0.5162287480680062,0.02627511591962906,0.09582689335394126,0.18238021638330756,0.023956723338485315,15.0
min3_mean20_new,5,,0.6696100073583517,0.06696100073583518,0.09565857247976453,0.03679175864606328,0.005886681383370125,34.0
min3_mean20_new,6,,0.4948604992657856,0.008076358296622614,0.038913362701908955,0.09985315712187959,0.010279001468428781,11.0
min3_mean20_new,7,,0.010964912280701754,0.09941520467836257,0.01023391812865497,0.010964912280701754,0.012426900584795321,3.0
min3_mean20_new,8,,0.6886858749121574,0.06113843991567112,0.12297962052002812,0.02881236823612087,0.0028109627547434997,40.0
min3_mean20_new,9,,0.7091906721536351,0.05486968449931413,0.06721536351165981,0.08916323731138547,0.017146776406035666,23.0
min3_mean20_new,10,,0.14867617107942974,0.0027155465037338763,0.017651052274270197,0.08486082824168364,0.013577732518669382,8.0
min3_mean20_new,11,,0.01493550577053632,0.013577732518669382,0.00746775288526816,0.01493550577053632,0.006788866259334691,4.0
min3_mean20_new,12,,0.24779361846571624,0.011541072640868975,0.026476578411405296,0.13238289205702647,0.03801765105227427,7.0
min3_mean20_new,13,,0.719029374201788,0.030788967286722257,0.12315586914688903,0.02681992337164751,0.005108556832694764,73.0
min3_mean20_new,14,,0.6761501210653753,0.030946601941747573,0.14043583535108958,0.03631961259079903,0.004842615012106538,48.0
min3_mean20_new,15,,0.6405693950177936,0.042111506524317915,0.13701067615658363,0.03202846975088968,0.005338078291814947,32.0
min3_mean20_new,16,,0.012455516014234875,0.005338078291814947,0.002372479240806643,0.00830367734282325,0.0029655990510083037,4.0
min3_mean20_new,17,,0.1278727165586329,0.005319148936170213,0.01473187978786093,0.07307012374779022,0.022392457277548614,7.0
min3_mean20_new,18,,0.6971235194585449,0.026508742244782856,0.1410039481105471,0.019176536943034405,0.009024252679075015,45.0
min3_mean20_new,19,,0.7026125625347415,0.030572540300166758,0.10894941634241245,0.030572540300166758,0.006114508060033352,37.0
min3_mean20_new,20,,0.6342119419042496,0.0322754168908015,0.15545992469069392,0.019365250134480903,0.007530930607853685,57.0
min3_mean20_new,21,,0.33118625872249063,0.01610305958132045,0.03274288781535158,0.13311862587224907,0.00644122383252818,10.0
min3_mean20_new,22,,0.6466358500256806,0.04519774011299435,0.1335387776065742,0.02465331278890601,0.007704160246533128,95.0
min3_mean20_new,23,,0.0035842293906810036,0.007704160246533128,0.01386748844375963,0.010752688172043012,0.012800819252432157,4.0
min3_mean20_new,25,,0.7190254017625712,0.01099476439790576,0.09590461378952825,0.02857142857142857,0.009870129870129871,27.0
min3_mean20_new,26,,0.03896103896103896,0.009870129870129871,0.013506493506493506,0.014545454545454545,0.016675351745700884,6.0
min3_mean20_new,27,,0.3944762897342366,0.003126628452318916,0.01771756122980719,0.10213652944241793,0.018238665971860343,8.0
min3_mean20_new,28,,0.4704033525405972,0.014143530644316397,0.06914614981665794,0.11576741749607124,0.011524358302776323,9.0
min3_mean20_new,29,,0.6367454068241469,0.07821522309711286,0.07139107611548556,0.13753280839895013,0.005249343832020997,19.0
min3_mean20_new,30,,0.4229352972119937,0.007364544976328248,0.03314045239347712,0.11941083640189375,0.0194634402945818,9.0
min3_mean20_new,31,,0.6869333333333333,0.06346666666666667,0.11786666666666666,0.04,0.010182207931404072,26.0
min3_mean20_new,32,,0.6799781181619255,0.048687089715536105,0.13566739606126915,0.0175054704595186,0.0175054704595186,63.0
min3_mean20_new,33,,0.5520088057237205,0.014309301045679693,0.056686846450192625,0.10456796917996698,0.013812154696132596,12.0
min3_mean20_new,34,,0.6844741235392321,0.09738452977184196,0.048414023372287146,0.09293266555370061,0.012242626599888704,22.0
min3_mean20_new,35,,0.007234279354479688,0.09293266555370061,0.012242626599888704,0.0033500837520938024,0.01786711334450028,3.0
min3_mean20_new,36,,0.5438302624232273,0.008375209380234505,0.05471803461753211,0.13456169737576773,0.02121719709659408,12.0
min3_mean20_new,37,,0.65744920993228,0.0835214446952596,0.05304740406320542,0.14293785310734464,0.007344632768361582,20.0
min3_mean20_new,38,,0.7071225071225071,0.07236467236467237,0.10484330484330484,0.019988577955454025,0.011993146773272416,31.0
min3_mean20_new,39,,0.7237219988512349,0.06777713957495692,0.09075244112578977,0.026995979322228605,0.0068925904652498565,29.0
min3_mean20_new,40,,0.5181347150259067,0.06044905008635579,0.08405296488198043,0.18998272884283246,0.023028209556706966,17.0
min3_mean20_new,41,,0.7423349056603774,0.06132075471698113,0.04834905660377359,0.07370283018867925,0.005306603773584905,24.0
min3_mean20_new,42,,0.5801301005322295,0.036073329390892965,0.054405677114133646,0.15848610289769366,0.011235955056179775,15.0
min3_mean20_new,43,,0.5653459491425192,0.018332347723240685,0.026611472501478415,0.06998813760379596,0.005338078291814947,10.0
min3_mean20_new,44,,0.4946492271105826,0.014863258026159334,0.07193816884661118,0.16884661117717004,0.008323424494649227,11.0
min3_mean20_new,45,,0.6682606096832038,0.07591153616258219,0.03825463239689181,0.11397720455908818,0.010797840431913617,21.0
min3_mean20_new,46,,0.7168087697929354,0.06699147381242387,0.08891595615103533,0.04828850855745721,0.004889975550122249,35.0
min3_mean20_new,47,,0.6809290953545232,0.07273838630806846,0.05012224938875306,0.09902200488997555,0.011613691931540342,22.0
min3_mean20_new,48,,0.020846106683016553,0.008583690987124463,0.0061312078479460455,0.014714898835070508,0.012875536480686695,5.0
min3_mean20_new,49,,0.5061804697156984,0.03522867737948084,0.06551297898640297,0.1903584672435105,0.027194066749072928,14.0
min3_mean20_new,50,,0.059332509270704575,0.005562422744128554,0.011742892459826947,0.051297898640296664,0.00865265760197775,6.0
min3_mean20_new,51,,0.767515923566879,0.04331210191082802,0.07643312101910828,0.03248407643312102,0.005095541401273885,52.0
min3_mean20_new,52,,0.5836002562459962,0.06790518898142217,0.07559256886611147,0.17745035233824472,0.01729660474055093,17.0
min3_mean20_new,53,,0.7251958224543081,0.054177545691906005,0.10900783289817233,0.011096605744125326,0.005221932114882507,42.0
min3_mean20_new,54,,0.015665796344647518,0.008485639686684074,0.0032637075718015664,0.010443864229765013,0.02154046997389034,5.0
min3_mean20_new,55,,0.1272845953002611,0.010443864229765013,0.013054830287206266,0.07506527415143603,0.014360313315926894,6.0
min3_mean20_new,56,,0.022845953002610966,0.07506527415143603,0.014360313315926894,0.0195822454308094,0.013054830287206266,3.0
min3_mean20_new,57,,0.535784635587656,0.09389363099146422,0.0551543007222587,0.19304005252790546,0.02757715036112935,16.0
min3_mean20_new,58,,0.541583499667332,0.11377245508982035,0.04790419161676647,0.1763140385894877,0.018629407850964737,18.0
min3_mean30_new,1,,0.8195592286501377,,0.087465564738292,0.010330578512396695,0.0013774104683195593,34.0
min3_mean30_new,2,,0.837730870712401,0.005936675461741424,0.08575197889182058,0.016490765171503958,0.010554089709762533,36.0
min3_mean30_new,3,,0.8138663335415366,0.0037476577139287947,0.0655840099937539,0.02873204247345409,0.003123048094940662,28.0
min3_mean30_new,4,,0.8277841561423651,0.004018369690011481,0.09644087256027555,0.008610792192881744,0.004018369690011481,131.0
min3_mean30_new,5,,0.6666666666666666,0.027762039660056657,0.05132543711223914,0.18781725888324874,0.006204173716864072,17.0
min3_mean30_new,6,,0.6651785714285714,0.005047672462142457,0.053721320649132626,0.14676339285714285,0.0078125,11.0
min3_mean30_new,7,,0.8520249221183801,0.007322175732217573,0.06905503634475597,0.012461059190031152,0.003115264797507788,84.0
min3_mean30_new,8,,0.8467374810318664,0.010622154779969651,0.05260495700556399,0.010622154779969651,0.005058168942842691,51.0
min3_mean30_new,9,,0.657,0.0135,0.067,0.146,0.011,14.0
min3_mean30_new,10,,0.6275,0.029,0.053,0.2095,0.0115,15.0
min3_mean30_new,11,,0.195,0.0025,0.0155,0.0765,0.008,7.0
min3_mean30_new,12,,0.8235,0.01,0.079,0.024,0.0035,41.0
min3_mean30_new,13,,0.792,0.005,0.0975,0.023,0.001,99.0
min3_mean30_new,14,,0.802,0.011,0.0705,0.029,0.0005,30.0
min3_mean30_new,15,,0.7905,0.0115,0.095,0.025,0.002,74.0
min3_mean30_new,17,,0.703,0.0035,0.0395,0.1125,0.0105,12.0
min3_mean30_new,18,,0.6935,0.0245,0.042,0.167,0.0055,16.0
min3_mean30_new,19,,0.002,0.167,0.0055,0.002,0.001,3.0
min3_mean30_new,20,,0.806,0.008,0.0955,0.022,0.001,44.0
min3_mean30_new,21,,0.7885,0.0035,0.1085,0.0245,0.006,55.0
min3_mean30_new,22,,0.467,0.0045,0.0215,0.073,0.0050327126321087065,9.0
min3_mean30_new,23,,0.8047788510421963,0.009659379766141332,0.07829181494661921,0.02389425521098119,0.006100660904931368,39.0
min3_mean30_new,24,,0.7838809034907598,0.023613963039014373,0.05184804928131417,0.04106776180698152,0.0077002053388090345,24.0
min3_mean30_new,25,,0.003604531410916581,0.007723995880535531,0.0,0.0020597322348094747,0.0020597322348094747,4.0
min3_mean30_new,26,,0.029866117404737384,0.0005149330587023687,0.006179196704428424,0.014418125643666324,0.004634397528321318,5.0
min3_mean30_new,27,,0.7867570385818561,0.009906152241918665,0.061522419186652764,0.03753910323253389,0.0005213764337851929,32.0
min3_mean30_new,28,,0.7914466737064414,0.005279831045406547,0.0559662090813094,0.0501583949313622,0.006335797254487857,26.0
min3_mean30_new,29,,0.02375923970432946,0.0021119324181626186,0.0031678986272439284,0.01003167898627244,0.0026399155227032735,6.0
min3_mean30_new,30,,0.45248152059134106,0.0026399155227032735,0.01583949313621964,0.12618796198521648,0.010559662090813094,8.0
min3_mean30_new,31,,0.7697724810400867,0.01570964247020585,0.08992416034669556,0.0390032502708559,0.004333694474539545,47.0
min3_mean30_new,32,,0.7281131049483415,0.037520391517128875,0.02773246329526917,0.12180532898314302,0.016856987493202826,19.0
min3_mean30_new,33,,0.7639271924986211,0.01654715940430226,0.07060121345835632,0.027237354085603113,0.006114508060033352,66.0
min3_mean30_new,34,,0.0011148272017837235,0.006131549609810479,0.0016722408026755853,0.0005574136008918618,0.0016722408026755853,4.0
min3_mean30_new,35,,0.5747062115277001,0.007274762171236709,0.012311135982092894,0.15388919977616117,0.010072747621712367,10.0
min3_mean30_new,36,,0.748729531338227,0.021456804065499716,0.019198193111236588,0.12967157417893543,0.00622876557191393,20.0
min3_mean30_new,37,,0.8190695002871913,0.016082711085583,0.020103388856978748,0.05539526832083093,0.01154068090017311,23.0
min3_mean30_new,38,,0.7757117954677513,0.02149912841371296,0.027309703660662404,0.0674026728646136,0.012783265543288786,21.0
min3_mean30_new,39,,0.7713776722090261,0.010688836104513063,0.09501187648456057,0.0172209026128266,0.0035629453681710215,60.0
min3_mean30_new,40,,0.6776119402985075,0.011940298507462687,0.0382089552238806,0.11522388059701492,0.008955223880597015,13.0
min3_mean40_new,1,,0.5591206179441474,,0.0314913844325609,0.25371360665478315,0.0374331550802139,13.0
min3_mean40_new,2,,0.5751633986928104,0.0029708853238265003,0.0213903743315508,0.18122400475341652,0.020796197266785502,9.0
min3_mean40_new,3,,0.8731343283582089,0.008036739380022962,0.04305396096440873,0.0269804822043628,0.004592422502870264,68.0
min3_mean40_new,4,,0.8536847767616998,0.0032275416890801506,0.04410973641742873,0.038730500268961805,0.0010758472296933835,163.0
min3_mean40_new,5,,0.8501852832186342,0.0031762837480148226,0.0555849655902594,0.04393859184753838,0.0037056643726839597,56.0
min3_mean40_new,6,,0.8434554973821989,0.0005243838489774515,0.05549738219895288,0.043455497382198956,0.005759162303664921,36.0
min3_mean40_new,7,,0.7261410788381742,0.021265560165975105,0.032157676348547715,0.1690871369294606,0.007261410788381743,20.0
min3_mean40_new,8,,0.8611971104231166,0.011351909184726523,0.03869969040247678,0.032507739938080496,0.007223942208462332,27.0
min3_mean40_new,9,,0.87735368956743,0.0066157760814249365,0.028498727735368958,0.02340966921119593,0.0071246819338422395,33.0
min3_mean40_new,10,,0.6517992904206792,0.012164216928535226,0.047136340598074,0.20983274201723265,0.00912316269640142,14.0
min3_mean40_new,11,,0.11127895266868076,0.0005035246727089627,0.0005035246727089627,0.04380664652567976,0.004028197381671702,6.0
min3_mean40_new,12,,0.866,0.0115,0.039,0.0355,0.0025,99.0
min3_mean40_new,13,,0.255,0.002,0.017,0.0985,0.0075,8.0
min3_mean40_new,14,,0.887,0.008,0.0335,0.0245,0.001,86.0
min3_mean40_new,15,,0.01,0.0005,0.0,0.0075,0.0015,5.0
min3_mean40_new,17,,0.7445,0.0,0.042,0.1315,0.0075,16.0
min3_mean40_new,18,,0.839,0.005,0.079,0.0335,0.0015,43.0
min3_mean40_new,19,,0.8395,0.0175,0.0585,0.032,0.01,25.0
min3_mean40_new,20,,0.8544433094994893,0.008171603677221655,0.06230847803881512,0.021961184882533197,0.0056179775280898875,47.0
min3_mean40_new,21,,0.833592534992224,0.004665629860031105,0.04872991187143598,0.05702436495593572,0.007776049766718507,22.0
min3_mean40_new,22,,0.8389333333333333,0.009066666666666667,0.0576,0.0256,0.004266666666666667,76.0
min3_mean40_new,23,,0.8095762245459549,0.008805723720418272,0.09521188772702256,0.020913593835993397,0.008805723720418272,119.0
min3_mean40_new,24,,0.6978536048431481,0.04402861860209136,0.058337919647771054,0.10842047330764998,0.007154650522839846,18.0
min3_mean40_new,25,,0.819672131147541,0.00395703787450537,0.07970604861503675,0.03165630299604296,0.0033917467495760316,62.0
min3_mean40_new,26,,0.8293650793650794,0.01020408163265306,0.07539682539682539,0.022108843537414966,0.003968253968253968,39.0
min3_mean40_new,27,,0.8101193860147812,0.013075611142694713,0.08072768618533258,0.014253135689851768,0.005142857142857143,30.0
min3_mean40_new,28,,0.639541547277937,0.013180515759312322,0.08080229226361031,0.04699140401146132,0.0028653295128939827,11.0
min3_mean40_new,29,,0.8429655575014594,0.007589025102159953,0.05545826036193812,0.022183304144775248,0.0,51.0
min3_mean40_new,30,,0.008756567425569177,0.022183304144775248,0.0,0.0011675423234092236,0.0,3.0
